Vendor,Category,Item,Item Description,Price,Origin,Destination,Rating,Remarks
shatter_king_s710,Drugs/Cannabis/Concentrates,5 Gram White Fire OG Nug Run Shatter,We are back on ShadowBay offering our verified 5 Gram White Fire OG Nug Run Shatter. Guaranteed lab tested quality and stealth packaging. Contact via PGP for bulk orders.,0.881267 BTC,USA,USA,4.76/5,
shatter_king_s710,Drugs/Cannabis/Concentrates,7 gram ROBOT EXTRACTS SFV OG Nug Run Shatter,High purity 7 gram ROBOT EXTRACTS SFV OG Nug Run Shatter at competitive market prices. Fully tested batch. Customer satisfaction is our top priority.,1.782298 BTC,USA,Worldwide,4.86/5,
shatter_king_s710,Drugs/Cannabis/Concentrates,OUT OF STOCK DONT ORDER 2 Gram ROBOT Extracts OG Kush Shatter 2 gram,We are back on ShadowBay offering our verified OUT OF STOCK DONT ORDER 2 Gram ROBOT Extracts OG Kush Shatter 2 gram. Guaranteed premium quality and stealth packaging. Contact via PGP for bulk orders.,0.408439 BTC,USA,USA only,5.00/5,
sUnwu,Drugs/Psychedelics/LSD,500 x 150ug ALD-52 Blotter using >98% Pure Crystal,"Welcome to our official ShadowBay shop! 500 x 150ug ALD-52 Blotter using >98% Pure Crystal ready for instant dispatch. Double vacuum sealed, professional MBB stealth. 99% delivery rate across USA only.",5.518310 BTC,USA,USA only,4.81/5,
sUnwu,Drugs/Psychedelics/LSD,250 x 150ug LSD Blotter using >98% Pure Crystal [Purity Tested],"Premium 250 x 150ug LSD Blotter using >98% Pure Crystal sourced directly from verified labs. Fast, reliable service. Please include your PGP encrypted address when ordering.",2.656572 BTC,Canada,Worldwide,4.98/5,
sUnwu,Drugs/Psychedelics/LSD,25mg LSD Crystal 98% Purity,25mg LSD Crystal 98% Purity available now. All orders dispatched within 24 hours of payment confirmation. Domestic and international stealth available.,2.090461 BTC,Canada,Worldwide,5.00/5,
sUnwu,Drugs/Psychedelics/LSD,100mg LSD Crystal 98% Purity [24/7 Auto Dispatch],100mg LSD Crystal 98% Purity available now. All orders dispatched within 24 hours of payment confirmation. Domestic and international stealth available.,6.038122 BTC,Canada,Worldwide,4.73/5,
sUnwu,Drugs/Psychedelics/LSD,1000mg LSD Crystal 98% Purity,1000mg LSD Crystal 98% Purity available now. All orders dispatched within 24 hours of payment confirmation. Domestic and international stealth available.,42.701550 BTC,USA,USA only,4.74/5,
sUnwu,Drugs/Psychedelics/LSD,15g LSD Crystal 98% Purity,We are back on ShadowBay offering our verified 15g LSD Crystal 98% Purity. Guaranteed 99% quality and stealth packaging. Contact via PGP for bulk orders.,344.995925 BTC,Canada,Worldwide,4.73/5,
sUnwu,Drugs/Psychedelics/LSD,100 x 150ug ALD-52 Blotter using >98% Pure Crystal,100 x 150ug ALD-52 Blotter using >98% Pure Crystal available now. All orders dispatched within 24 hours of payment confirmation. Domestic and international stealth available.,1.170909 BTC,USA,USA only,4.83/5,
sUnwu,Drugs/Psychedelics/LSD,4000mg LSD Crystal 98% Purity [Tracked],"Premium 4000mg LSD Crystal 98% Purity sourced directly from verified labs. Fast, reliable service. Please include your PGP encrypted address when ordering.",110.105756 BTC,UK,Worldwide,5.00/5,
sUnwu,Drugs/Psychedelics/LSD,1000 x 150ug ALD-52 Blotter using >98% Pure Crystal [Escrow Ready],"Welcome to our official ShadowBay shop! 1000 x 150ug ALD-52 Blotter using >98% Pure Crystal ready for instant dispatch. Double vacuum sealed, professional MBB stealth. 99% delivery rate across USA only.",10.380858 BTC,USA,USA only,4.99/5,
sUnwu,Drugs/Psychedelics/LSD,10mg LSD Crystal 98% Purity,High purity 10mg LSD Crystal 98% Purity at competitive market prices. Fully tested batch. Customer satisfaction is our top priority.,0.769268 BTC,USA,USA only,4.84/5,
sUnwu,Drugs/Psychedelics/LSD,500 x 150ug LSD Blotter using >98% Pure Crystal,High purity 500 x 150ug LSD Blotter using >98% Pure Crystal at competitive market prices. Fully tested batch. Customer satisfaction is our top priority.,6.321057 BTC,Canada,Worldwide,4.79/5,
sUnwu,Drugs/Psychedelics/LSD,High Quality 3000mg LSD Crystal 98% Purity [24/7 Auto Dispatch],We are back on ShadowBay offering our verified 3000mg LSD Crystal 98% Purity. Guaranteed top tier quality and stealth packaging. Contact via PGP for bulk orders.,92.287761 BTC,UK,Worldwide,4.74/5,
sUnwu,Drugs/Psychedelics/LSD,100% Pure 10 x 150ug LSD Blotter using >98% Pure Crystal,High purity 10 x 150ug LSD Blotter using >98% Pure Crystal at competitive market prices. Fully tested batch. Customer satisfaction is our top priority.,0.169176 BTC,Canada,Worldwide,4.78/5,
sUnwu,Drugs/Psychedelics/LSD,100% Pure 10g LSD Crystal 98% Purity [Escrow Ready],"Welcome to our official ShadowBay shop! 10g LSD Crystal 98% Purity ready for instant dispatch. Double vacuum sealed, professional MBB stealth. 99% delivery rate across Worldwide.",262.504803 BTC,UK,Worldwide,5.00/5,
sUnwu,Drugs/Psychedelics/LSD,5000 x 150ug LSD Blotter using >98% Pure Crystal [Purity Tested],We are back on ShadowBay offering our verified 5000 x 150ug LSD Blotter using >98% Pure Crystal. Guaranteed premium quality and stealth packaging. Contact via PGP for bulk orders.,50.758000 BTC,USA,USA only,5.00/5,
sUnwu,Drugs/Psychedelics/LSD,Premium 10000 x 150ug LSD Blotter using >98% Pure Crystal,High purity 10000 x 150ug LSD Blotter using >98% Pure Crystal at competitive market prices. Fully tested batch. Customer satisfaction is our top priority.,68.132892 BTC,Canada,Worldwide,5.00/5,
sUnwu,Drugs/Psychedelics/LSD,250 x 150ug ALD-52 Blotter using >98% Pure Crystal [Escrow Ready],We are back on ShadowBay offering our verified 250 x 150ug ALD-52 Blotter using >98% Pure Crystal. Guaranteed lab tested quality and stealth packaging. Contact via PGP for bulk orders.,3.061289 BTC,USA,USA only,4.88/5,
sUnwu,Drugs/Psychedelics/LSD,5000mg LSD Crystal 98% Purity,"Premium 5000mg LSD Crystal 98% Purity sourced directly from verified labs. Fast, reliable service. Please include your PGP encrypted address when ordering.",157.465796 BTC,UK,Worldwide,5.00/5,
sUnwu,Drugs/Psychedelics/LSD,50mg LSD Crystal 98% Purity [Original Batch],"Premium 50mg LSD Crystal 98% Purity sourced directly from verified labs. Fast, reliable service. Please include your PGP encrypted address when ordering.",3.384281 BTC,USA,USA only,4.89/5,
sUnwu,Drugs/Psychedelics/LSD,2000mg LSD Crystal 98% Purity,"Welcome to our official ShadowBay shop! 2000mg LSD Crystal 98% Purity ready for instant dispatch. Double vacuum sealed, professional MBB stealth. 99% delivery rate across USA only.",82.976424 BTC,USA,USA only,4.84/5,
sUnwu,Drugs/Psychedelics/LSD,25g LSD Crystal 98% Purity,High purity 25g LSD Crystal 98% Purity at competitive market prices. Fully tested batch. Customer satisfaction is our top priority.,464.474035 BTC,USA,USA only,4.97/5,
sUnwu,Drugs/Psychedelics/LSD,Direct Source 25000 x 150ug LSD Blotter using >98% Pure Crystal [Tracked],High purity 25000 x 150ug LSD Blotter using >98% Pure Crystal at competitive market prices. Fully tested batch. Customer satisfaction is our top priority.,132.523667 BTC,USA,USA only,4.77/5,
sUnwu,Drugs/Psychedelics/LSD,10 x 150ug ALD-52 Blotter using >98% Pure Crystal [Tracked],10 x 150ug ALD-52 Blotter using >98% Pure Crystal available now. All orders dispatched within 24 hours of payment confirmation. Domestic and international stealth available.,0.110610 BTC,USA,USA only,4.81/5,
sUnwu,Drugs/Psychedelics/LSD,High Quality 100 x 150ug LSD Blotter using >98% Pure Crystal,High purity 100 x 150ug LSD Blotter using >98% Pure Crystal at competitive market prices. Fully tested batch. Customer satisfaction is our top priority.,1.149100 BTC,USA,USA only,4.98/5,
sUnwu,Drugs/Psychedelics/LSD,250mg LSD Crystal 98% Purity,250mg LSD Crystal 98% Purity available now. All orders dispatched within 24 hours of payment confirmation. Domestic and international stealth available.,13.400226 BTC,USA,USA only,4.89/5,
coast,Drugs/Cannabis/Edibles,50-ct THCookies - OVERSTOCK SALE!!!,High purity 50-ct THCookies - OVERSTOCK SALE!!! at competitive market prices. Fully tested batch. Customer satisfaction is our top priority.,0.519470 BTC,USA,Worldwide,5.00/5,
coast,Drugs/Cannabis/Edibles,10-ct THCookies - - FRESHLY BAKED - - ALWAYS POTENT [Original Batch],We are back on ShadowBay offering our verified 10-ct THCookies - - FRESHLY BAKED - - ALWAYS POTENT. Guaranteed lab tested quality and stealth packaging. Contact via PGP for bulk orders.,0.105243 BTC,USA,USA,5.00/5,
coast,Drugs/Benzos,"Custom 1mg Xanax ""Footballs"" (20-ct) - FRESH FROM USA PHARMACY [Worldwide Stealth]","High purity 1mg Xanax ""Footballs"" (20-ct)  - FRESH FROM USA PHARMACY at competitive market prices. Fully tested batch. Customer satisfaction is our top priority.",0.126606 BTC,USA,Worldwide,5.00/5,
cocainek,Drugs/Cannabis/Weed,cocainek Specialty Product [Escrow Ready],"Welcome to our official ShadowBay shop! cocainek Specialty Product ready for instant dispatch. Double vacuum sealed, professional MBB stealth. 99% delivery rate across Worldwide.",0.411793 BTC,USA,Worldwide,4.99/5,
Perron,Drugs/Ecstasy/Pills,5 Purple Battery (+ - ) XTC Pills [220MG]*FULL ESCROW*,High purity 5 Purple Battery (+ - ) XTC Pills [220MG]*FULL ESCROW* at competitive market prices. Fully tested batch. Customer satisfaction is our top priority.,0.085928 BTC,Netherlands,Europe,4.70/5,
Perron,Drugs/Benzos,Diclazepam 1mg [25 Pieces]*FREE SHIPPING*,"Welcome to our official ShadowBay shop! Diclazepam 1mg [25 Pieces]*FREE SHIPPING* ready for instant dispatch. Double vacuum sealed, professional MBB stealth. 99% delivery rate across Europe.",0.076583 BTC,Netherlands,Europe,5.00/5,
Perron,Drugs/Ecstasy/Pills,100% Pure 25 Red Bugatti XTC Pills [200MG] [Worldwide Stealth],High purity 25 Red Bugatti  XTC Pills [200MG] at competitive market prices. Fully tested batch. Customer satisfaction is our top priority.,0.333721 BTC,Netherlands,Europe,4.95/5,
Perron,Drugs/Ecstasy/MDA,Benzo Fury Capsule [6-APB 110MG],"Premium Benzo Fury Capsule [6-APB 110MG] sourced directly from verified labs. Fast, reliable service. Please include your PGP encrypted address when ordering.",0.028414 BTC,Netherlands,Europe,4.98/5,
Perron,Drugs/RCs,4-FA [10 Gram] [Purity Tested],"Premium 4-FA [10 Gram] sourced directly from verified labs. Fast, reliable service. Please include your PGP encrypted address when ordering.",0.507423 BTC,Netherlands,Europe,4.92/5,
Perron,Drugs/Ecstasy/Pills,25 Blue Warner Bros XTC Pills [200MG],We are back on ShadowBay offering our verified 25 Blue Warner Bros XTC Pills [200MG]. Guaranteed high grade quality and stealth packaging. Contact via PGP for bulk orders.,0.378367 BTC,Netherlands,Europe,4.86/5,
Perron,Drugs/Ecstasy/Pills,10 Blue Android XTC Pills [200MG]*FULL ESCROW*,"Welcome to our official ShadowBay shop! 10  Blue Android XTC Pills [200MG]*FULL ESCROW* ready for instant dispatch. Double vacuum sealed, professional MBB stealth. 99% delivery rate across Europe.",0.125988 BTC,Netherlands,Europe,4.84/5,
Perron,Drugs/Ecstasy/Pills,50 Blue Android XTC Pills [200MG]*FULL ESCROW*,High purity 50 Blue Android XTC Pills [200MG]*FULL ESCROW* at competitive market prices. Fully tested batch. Customer satisfaction is our top priority.,0.523172 BTC,Netherlands,Eu,4.76/5,
Perron,Drugs/Ecstasy/Pills,10 Orange Battery (+ -) XTC Pills[220MG],"Welcome to our official ShadowBay shop! 10 Orange Battery (+ -) XTC Pills[220MG] ready for instant dispatch. Double vacuum sealed, professional MBB stealth. 99% delivery rate across Europe.",0.151730 BTC,Netherlands,Europe,5.00/5,
Perron,Drugs/Ecstasy/Pills,10 Blue Warner Bros XTC Pills [200MG] [Escrow Ready],High purity 10 Blue Warner Bros XTC Pills [200MG] at competitive market prices. Fully tested batch. Customer satisfaction is our top priority.,0.104416 BTC,Netherlands,Europe,4.81/5,
Perron,Drugs/Ecstasy/Pills,5 Purple Battery (+ -)XTC Pills [220MG]*FULL ESCROW* [24/7 Auto Dispatch],5 Purple Battery (+ -)XTC Pills [220MG]*FULL ESCROW* available now. All orders dispatched within 24 hours of payment confirmation. Domestic and international stealth available.,0.076163 BTC,Netherlands,Europe,5.00/5,
Perron,Drugs/Ecstasy/MDMA,Top Grade 10 Gram High Quality Dutch MDMA[83%]*FULL ESCROW*,"Welcome to our official ShadowBay shop! 10 Gram High Quality Dutch MDMA[83%]*FULL ESCROW* ready for instant dispatch. Double vacuum sealed, professional MBB stealth. 99% delivery rate across Europe.",0.551747 BTC,Netherlands,Europe,4.90/5,
Perron,Drugs/Ecstasy/Pills,50 Orange Battery (+ -) XTC Pills[220MG]*FULL ESCROW* [Tracked],We are back on ShadowBay offering our verified 50 Orange Battery (+ -) XTC Pills[220MG]*FULL ESCROW*. Guaranteed lab tested quality and stealth packaging. Contact via PGP for bulk orders.,0.531100 BTC,Netherlands,Europe,4.96/5,
Perron,Drugs/Ecstasy/Pills,3 Blue Android XTC Pills FOR ONLY€10 -! [200MG] *Introduction SAMPLE 5 Left* *FULL ESCROW* [Purity Tested],High purity 3 Blue Android XTC Pills FOR ONLY€10 -! [200MG] *Introduction SAMPLE 5 Left* *FULL ESCROW* at competitive market prices. Fully tested batch. Customer satisfaction is our top priority.,0.024567 BTC,Netherlands,Europe,4.97/5,
Perron,Drugs/Ecstasy/MDMA,2 Gram High Quality Dutch MDMA[83%]*FULL ESCROW*,High purity 2  Gram High Quality  Dutch MDMA[83%]*FULL ESCROW* at competitive market prices. Fully tested batch. Customer satisfaction is our top priority.,0.119058 BTC,Netherlands,Europe,4.82/5,
Perron,Drugs/Ecstasy/Pills,High Quality 25 Orange Battery (+ -) XTC Pills[220MG]*FULL ESCROW* [Escrow Ready],High purity 25 Orange Battery (+ -) XTC Pills[220MG]*FULL ESCROW* at competitive market prices. Fully tested batch. Customer satisfaction is our top priority.,0.334151 BTC,Netherlands,Europe,5.00/5,
Perron,Drugs/Stimulants/Speed,100% Pure 1 Gram High Quality Dutch Speed/Pep*FULL ESCROW*,We are back on ShadowBay offering our verified 1 Gram High Quality Dutch Speed/Pep*FULL ESCROW*. Guaranteed 99% quality and stealth packaging. Contact via PGP for bulk orders.,0.034158 BTC,Netherlands,Europe,4.77/5,
Perron,Drugs/Ecstasy/Pills,Custom 25 Domino XTC Pills [200MG]*FULL ESCROW* [Fast Shipping],25 Domino XTC Pills [200MG]*FULL ESCROW* available now. All orders dispatched within 24 hours of payment confirmation. Domestic and international stealth available.,0.305691 BTC,Netherlands,Europe,4.94/5,
Perron,Drugs/Ecstasy/Pills,100% Pure 25 Purple Battery (+ -) XTC Pills[220MG]*FULL ESCROW* [Tracked],We are back on ShadowBay offering our verified 25 Purple Battery (+ -) XTC Pills[220MG]*FULL ESCROW*. Guaranteed lab tested quality and stealth packaging. Contact via PGP for bulk orders.,0.325959 BTC,Netherlands,Europe,5.00/5,
Perron,Drugs/Ecstasy/Pills,10 Red Bugatti XTC Pills [200MG],"Welcome to our official ShadowBay shop! 10 Red Bugatti  XTC Pills [200MG] ready for instant dispatch. Double vacuum sealed, professional MBB stealth. 99% delivery rate across Europe.",0.120765 BTC,Netherlands,Europe,5.00/5,
Perron,Drugs/Ecstasy/Pills,Custom Listing for Idz,High purity Custom Listing for Idz at competitive market prices. Fully tested batch. Customer satisfaction is our top priority.,0.527033 BTC,USA,Worldwide,5.00/5,
NorCoKing492,Drugs/Stimulants/Prescription,Ultra Clean ADDERALL [ x10 ] 20mg ] From U.S. Pharmacies ONLY | Lightening Fast Shipping ! FE SPECIAL ! [Fast Shipping],"Welcome to our official ShadowBay shop! ADDERALL [ x10 ] 20mg ] From U.S. Pharmacies ONLY | Lightening Fast Shipping ! FE SPECIAL ! ready for instant dispatch. Double vacuum sealed, professional MBB stealth. 99% delivery rate across worldwide.",0.713199 BTC,USA,Worldwide,5.00/5,
Oz-Store,Drugs/Stimulants/Cocaine,Premium 3.5g Mother Of Pearl Cocaine 90%+ AAA+ Grade [24/7 Auto Dispatch],"Premium 3.5g Mother Of Pearl Cocaine 90%+ AAA+ Grade sourced directly from verified labs. Fast, reliable service. Please include your PGP encrypted address when ordering.",5.281407 BTC,Australia,Worldwide,4.82/5,
Oz-Store,Drugs/Stimulants/Cocaine,Top notch Cocaine .10g AAA+ grade Peruvian Cocaine 90%,Top notch Cocaine .10g AAA+ grade Peruvian Cocaine 90% available now. All orders dispatched within 24 hours of payment confirmation. Domestic and international stealth available.,0.175689 BTC,Australia,Worldwide,4.95/5,
Oz-Store,Drugs/Stimulants/Cocaine,Ultra Clean Cocaine 0.5g AAA+ GRADE 90% [Worldwide Stealth],Cocaine 0.5g  AAA+ GRADE 90% available now. All orders dispatched within 24 hours of payment confirmation. Domestic and international stealth available.,0.702913 BTC,Australia,Worldwide,5.00/5,
Oz-Store,Drugs/Stimulants/Cocaine,Top Grade Top notch Cocaine .5g AAA+ grade Peruvian Cocaine 90% [Tracked],High purity Top notch Cocaine .5g AAA+ grade Peruvian Cocaine 90% at competitive market prices. Fully tested batch. Customer satisfaction is our top priority.,0.779734 BTC,Australia,Worldwide,5.00/5,
Oz-Store,Drugs/Ecstasy/MDMA,High Quality 1 GRAM MDMA 84% PURE IMPORTED! [Fast Shipping],"Premium 1 GRAM MDMA 84% PURE  IMPORTED! sourced directly from verified labs. Fast, reliable service. Please include your PGP encrypted address when ordering.",0.733152 BTC,Australia,Worldwide,4.88/5,
Oz-Store,Drugs/Stimulants/Cocaine,HQ Top notch Cocaine 1g AAA+ grade Peruvian Cocaine 90%,"Welcome to our official ShadowBay shop! Top notch Cocaine 1g AAA+ grade Peruvian Cocaine 90% ready for instant dispatch. Double vacuum sealed, professional MBB stealth. 99% delivery rate across worldwide.",1.606906 BTC,Australia,Worldwide,5.00/5,
Oz-Store,Drugs/Ecstasy/MDMA,3.5 GRAMS MDMA 84% PURE IMPORTED!,High purity 3.5 GRAMS MDMA 84% PURE  IMPORTED! at competitive market prices. Fully tested batch. Customer satisfaction is our top priority.,2.640710 BTC,Australia,Worldwide,4.97/5,
Oz-Store,Drugs/Stimulants/Meth,Custom ---Meth--- 0.25G Pure Meth ice Top quality. No cuts [Tracked],---Meth--- 0.25G   Pure Meth  ice Top quality. No cuts available now. All orders dispatched within 24 hours of payment confirmation. Domestic and international stealth available.,0.338168 BTC,Australia,Australia,4.96/5,
Oz-Store,Drugs/Stimulants/Cocaine,Cocaine .10g A+ grade SAMPLE,"Premium Cocaine .10g  A+ grade SAMPLE sourced directly from verified labs. Fast, reliable service. Please include your PGP encrypted address when ordering.",0.140005 BTC,Australia,Worldwide,4.76/5,
Oz-Store,Drugs/Stimulants/Cocaine,Cocaine 0.1g AAA+ GRADE 90% [Escrow Ready],Cocaine 0.1g  AAA+ GRADE 90% available now. All orders dispatched within 24 hours of payment confirmation. Domestic and international stealth available.,0.158313 BTC,Australia,Worldwide,5.00/5,
Oz-Store,Drugs/Stimulants/Meth,SPECIAL PRICE introductory rate ----ICE---- 0.1G Meth Pure Top quality. No cuts,We are back on ShadowBay offering our verified SPECIAL PRICE introductory rate ----ICE---- 0.1G   Meth Pure Top quality. No cuts. Guaranteed 99% quality and stealth packaging. Contact via PGP for bulk orders.,0.156387 BTC,Australia,Australia,4.90/5,
Oz-Store,Drugs/Stimulants/Cocaine,HQ .5g Mother Of Pearl Cocaine 90%+ AAA+ Grade [Escrow Ready],"Premium .5g Mother Of Pearl Cocaine 90%+ AAA+ Grade sourced directly from verified labs. Fast, reliable service. Please include your PGP encrypted address when ordering.",0.699728 BTC,Australia,Worldwide,5.00/5,
Oz-Store,Drugs/Stimulants/Cocaine,Cocaine 3.5g AAA+ GRADE 90% [Worldwide Stealth],High purity Cocaine 3.5g  AAA+ GRADE 90% at competitive market prices. Fully tested batch. Customer satisfaction is our top priority.,4.318259 BTC,Australia,Worldwide,5.00/5,
Oz-Store,Drugs/Ecstasy/MDMA,Lucky dip Lottery MDMA OR COCAINE,Lucky dip Lottery MDMA OR COCAINE available now. All orders dispatched within 24 hours of payment confirmation. Domestic and international stealth available.,3113.113644 BTC,Australia,Worldwide,5.00/5,
Oz-Store,Drugs/Stimulants/Cocaine,1g Mother Of Pearl Cocaine 90% + AAA+ Grade [24/7 Auto Dispatch],We are back on ShadowBay offering our verified 1g Mother Of Pearl Cocaine 90% + AAA+ Grade. Guaranteed high grade quality and stealth packaging. Contact via PGP for bulk orders.,1.790016 BTC,Australia,Worldwide,4.80/5,
Oz-Store,Drugs/Stimulants/Cocaine,Cocaine .5g A+ Grade cola. High quality!,We are back on ShadowBay offering our verified Cocaine .5g A+ Grade cola. High quality!. Guaranteed top tier quality and stealth packaging. Contact via PGP for bulk orders.,0.513556 BTC,Australia,Worldwide,4.90/5,
Oz-Store,Drugs/Stimulants/Cocaine,**MONTHLY SPECIAL** Cocaine 1g A+ grade high quality coke,**MONTHLY SPECIAL** Cocaine 1g A+ grade high quality coke available now. All orders dispatched within 24 hours of payment confirmation. Domestic and international stealth available.,0.967360 BTC,Australia,Worldwide,4.95/5,
Oz-Store,Drugs/Ecstasy/MDMA,7 GRAMS MDMA 84% PURE IMPORTED!,We are back on ShadowBay offering our verified 7 GRAMS MDMA 84% PURE  IMPORTED!. Guaranteed top tier quality and stealth packaging. Contact via PGP for bulk orders.,4.736153 BTC,Australia,Worldwide,4.81/5,
Oz-Store,Drugs/Stimulants/Meth,Custom ---Meth--- 1G Pure Meth Ice. Top quality. No cuts,We are back on ShadowBay offering our verified ---Meth--- 1G   Pure Meth  Ice. Top quality. No cuts. Guaranteed premium quality and stealth packaging. Contact via PGP for bulk orders.,1.074529 BTC,Australia,Australia,5.00/5,
Oz-Store,Drugs/Stimulants/Meth,---Meth--- 0.50G Pure Meth Ice. Top quality. No cuts,We are back on ShadowBay offering our verified ---Meth--- 0.50G   Pure Meth  Ice. Top quality. No cuts. Guaranteed premium quality and stealth packaging. Contact via PGP for bulk orders.,0.564224 BTC,Australia,Australia,5.00/5,
Oz-Store,Drugs/Stimulants/Meth,Direct Source ---Meth--- 7G Pure Meth Ice. Top quality. No cuts,---Meth--- 7G   Pure Meth  Ice. Top quality. No cuts available now. All orders dispatched within 24 hours of payment confirmation. Domestic and international stealth available.,7.318500 BTC,Australia,Australia,4.76/5,
Oz-Store,Drugs/Ecstasy/Pills,100% Pure MDMA caps 100mg+ 84% Pure IMPORTED MDMA,We are back on ShadowBay offering our verified MDMA caps 100mg+ 84% Pure IMPORTED MDMA. Guaranteed 99% quality and stealth packaging. Contact via PGP for bulk orders.,0.086179 BTC,Australia,autralia,4.99/5,
Oz-Store,Drugs/Stimulants/Cocaine,Cocaine 3.5g A+ Grade. High Quality Cocaine,High purity Cocaine 3.5g A+ Grade. High Quality Cocaine at competitive market prices. Fully tested batch. Customer satisfaction is our top priority.,2.761514 BTC,Australia,Worldwide,4.89/5,
drk_Dogkingdom,Drugs/Psychedelics/Mushrooms,Psilocibe Cubensis 7 grams [Purity Tested],"Premium Psilocibe Cubensis 7 grams sourced directly from verified labs. Fast, reliable service. Please include your PGP encrypted address when ordering.",0.209444 BTC,USA,Worldwide,4.95/5,
drk_Dogkingdom,Drugs/Psychedelics/Mushrooms,100% Pure Psilocibe Cubensis 112 grams [Original Batch],We are back on ShadowBay offering our verified Psilocibe Cubensis 112 grams. Guaranteed premium quality and stealth packaging. Contact via PGP for bulk orders.,2.166433 BTC,USA,Worldwide,5.00/5,
drk_Dogkingdom,Drugs/Psychedelics/Mushrooms,Psilocibe Cubensis 28 grams [Escrow Ready],High purity Psilocibe Cubensis 28 grams at competitive market prices. Fully tested batch. Customer satisfaction is our top priority.,0.710268 BTC,USA,Worldwide,4.94/5,
drk_Dogkingdom,Services/Money,Premium Cash for Bitcoin,"Welcome to our official ShadowBay shop! Cash for Bitcoin ready for instant dispatch. Double vacuum sealed, professional MBB stealth. 99% delivery rate across worldwide.",0.004387 BTC,USA,Worldwide,4.86/5,
drk_Dogkingdom,Drugs/Psychedelics/Mushrooms,Psilocibe Cubensis 14 grams,We are back on ShadowBay offering our verified Psilocibe Cubensis 14 grams. Guaranteed top tier quality and stealth packaging. Contact via PGP for bulk orders.,0.317450 BTC,USA,Worldwide,5.00/5,
drk_Dogkingdom,Drugs/Psychedelics/Mushrooms,Custom 8 Heroic Psilocibe Cubensis Mushroom Choclate 3.5 grams,8 Heroic Psilocibe Cubensis Mushroom Choclate 3.5 grams available now. All orders dispatched within 24 hours of payment confirmation. Domestic and international stealth available.,0.379628 BTC,USA,Worldwide,5.00/5,
drk_Dogkingdom,Drugs/Psychedelics/LSD,10-Liquid LSD Vials 100mic,"Welcome to our official ShadowBay shop! 10-Liquid LSD Vials 100mic ready for instant dispatch. Double vacuum sealed, professional MBB stealth. 99% delivery rate across worldwide.",11.255692 BTC,USA,Worldwide,5.00/5,
drk_Dogkingdom,Drugs/Psychedelics/Mushrooms,Psilocibe Cubensis 224 grams,"Premium Psilocibe Cubensis 224 grams sourced directly from verified labs. Fast, reliable service. Please include your PGP encrypted address when ordering.",4.019011 BTC,USA,Worldwide,4.94/5,
drk_Dogkingdom,Drugs/Psychedelics/Mushrooms,Psilocibe Cubensis 3.5 grams [Original Batch],High purity Psilocibe Cubensis 3.5 grams at competitive market prices. Fully tested batch. Customer satisfaction is our top priority.,0.106793 BTC,USA,Worldwide,4.97/5,
drk_Dogkingdom,Drugs/Psychedelics/Mushrooms,Heroic Hippie Flip 200mg MDMA Psilocibe Cubensis Mushroom Choclate 3.5 grams,"Premium Heroic Hippie Flip 200mg MDMA Psilocibe Cubensis Mushroom Choclate 3.5 grams sourced directly from verified labs. Fast, reliable service. Please include your PGP encrypted address when ordering.",0.163730 BTC,USA,Worldwide,5.00/5,
drk_Dogkingdom,Drugs/Ecstasy/MDMA,1 gram White Shard Molly 84%,"Premium 1 gram White Shard Molly 84% sourced directly from verified labs. Fast, reliable service. Please include your PGP encrypted address when ordering.",0.466711 BTC,USA,Worldwide,5.00/5,
drk_Dogkingdom,Drugs/Psychedelics/Other,overnight listing,We are back on ShadowBay offering our verified overnight listing. Guaranteed top tier quality and stealth packaging. Contact via PGP for bulk orders.,0.128411 BTC,USA,Worldwide,5.00/5,
drk_Dogkingdom,Drugs/Psychedelics/Spores,Mushroom Liquid Culture Orisis India,"Welcome to our official ShadowBay shop! Mushroom Liquid Culture Orisis India ready for instant dispatch. Double vacuum sealed, professional MBB stealth. 99% delivery rate across worldwide.",0.115593 BTC,USA,Worldwide,4.83/5,
drk_Dogkingdom,Services/Money,Ultra Clean Copy of Cash for Bitcoin,We are back on ShadowBay offering our verified Copy of Cash for Bitcoin. Guaranteed lab tested quality and stealth packaging. Contact via PGP for bulk orders.,0.189989 BTC,USA,Worldwide,4.92/5,
drk_Dogkingdom,Drugs/Psychedelics/LSD,100% Pure 2000x LSD blotter Gadesha 140µg,High purity 2000x LSD blotter Gadesha 140µg at competitive market prices. Fully tested batch. Customer satisfaction is our top priority.,23.317613 BTC,Netherlands,Worldwide,4.83/5,
drk_Dogkingdom,Drugs/Psychedelics/Spores,Psilocibe Cubensis Grow Kit,High purity Psilocibe Cubensis Grow Kit at competitive market prices. Fully tested batch. Customer satisfaction is our top priority.,0.648748 BTC,USA,Worldwide,4.98/5,
drk_Dogkingdom,Drugs/Other,Direct Source Pappy Van Winkle's Family Reserve 20 Year Old Kentucky Straight Bourbon Whiskey,"Welcome to our official ShadowBay shop! Pappy Van Winkle's Family Reserve 20 Year Old Kentucky Straight Bourbon Whiskey ready for instant dispatch. Double vacuum sealed, professional MBB stealth. 99% delivery rate across worldwide.",7.354650 BTC,USA,Worldwide,4.85/5,
